"Word","Length","SUBTLWF","Ortho_N","Concreteness_Rating","Semantic_Neighbors","Semantic_Diversity","Age_Of_Acquisition","Pron","NSyll","I_NMG_Mean_RT","I_NMG_Zscore","I_NMG_Mean_Accuracy"
"sighed","6","0.510","1","#","0","1.315","7.390","s""aId","1","670.808","-0.279","0.929"
"sighs","5","15.590","4","#","0","1.346","7.390","s""aIz","1","639.222","-0.358","0.964"
"sight","5","45.310","10","3.210","5,684","1.908","5.440","s""aIt","1","630.793","-0.322","1.000"
"sights","6","4.670","8","#","659","1.808","5.440","s""aIts","1","617.704","-0.555","0.964"
"sign","4","133.270","1","4.620","8,072","2.045","4.320","s""aIn","1","618.643","-0.496","1.000"
"signed","6","36.060","4","#","6,314","1.851","4.320","s""aInd","1","636.120","-0.311","0.962"
"signs","5","22.020","1","#","6,920","2.081","4.320","s""aInz","1","611.393","-0.474","1.000"
"sikh","4","0.220","1","#","115","0.807","#","s""ik","1","777.667","0.699","0.353"
"silk","4","9.780","10","4.700","2,591","1.437","7.390","s""Ilk","1","614.963","-0.496","1.000"
"sill","4","0.450","15","4.590","0","1.432","7.330","s""Il","1","684.577","-0.140","0.929"
"silt","4","0.330","13","4.710","1","1.148","11.750","s""Ilt","1","740.333","0.077","0.857"
"sin","3","15.940","24","1.850","3,294","1.368","6.740","s""In","1","637.885","-0.369","1.000"
"since","5","314.980","5","1.380","9,741","2.320","6.850","s""Ins","1","646.630","-0.310","1.000"
"sine","4","0.180","21","#","0","1.675","13.690","s""aIn","1","737.708","-0.043","1.000"
"sing","4","97.590","16","4.340","4,607","1.465","3.470","s""IN","1","673.111","-0.257","1.000"
"singe","5","0.250","6","3.920","0","#","11.570","s""IndZ","1","770.652","0.265","0.920"
"singed","6","0.710","8","3.680","0","#","11.570","s""IndZd","1","778.750","0.238","0.667"
"sings","5","7.470","11","#","2,215","1.296","3.470","s""INz","1","699.640","-0.240","0.962"
"sink","4","16.920","17","4.740","716","1.668","4.470","s""INk","1","634.308","-0.488","1.000"
"sinned","6","2.390","9","#","0","#","6.740","s""Ind","1","742.800","-0.058","0.962"
"sins","4","8.920","20","#","22","1.351","6.740","s""Inz","1","634.720","-0.375","1.000"
"Sioux","5","2.160","1","#","61","#","#","s""u","1","855.000","0.605","0.846"
"sip","3","5.100","23","4.170","0","1.332","4.260","s""Ip","1","642.519","-0.304","1.000"
"sipped","6","0.180","10","#","0","1.215","4.260","s""Ipt","1","775.037","0.155","1.000"
"sir","3","964.470","14","3.100","6,250","1.629","6.370","s""3`","1","626.560","-0.368","0.962"
"sire","4","13.160","16","#","0","1.133","10.120","s""aIr","1","711.870","-0.222","0.958"
"sired","5","0.470","12","#","0","#","10.120","s""aIrd","1","767.478","0.101","0.852"
"sirs","4","3.800","8","#","0","#","6.370","s""3`z","1","751.652","0.013","0.885"
"sis","3","7.840","15","3.750","0","1.422","3.680","s""Is","1","662.704","-0.253","1.000"
"sit","3","311.350","23","4.800","4,104","1.800","3.470","s""It","1","631.000","-0.351","1.000"
"site","4","19.220","12","4.560","8,264","1.717","8.630","s""aIt","1","647.000","-0.425","1.000"
"sites","5","3.590","14","#","6,981","1.606","8.630","s""aIts","1","687.920","-0.282","0.962"
"sits","4","9.960","17","#","3,007","1.580","3.470","s""Its","1","643.071","-0.389","1.000"
"six","3","199.530","16","3.430","9,045","2.163","5.252","s""Iks","1","623.037","-0.453","1.000"
"sixth","5","10.800","1","3.830","7,032","1.871","5.359","s""IksT","1","673.444","-0.268","1.000"
"size","4","46.140","4","3.130","6,440","2.071","4.840","s""aIz","1","630.286","-0.425","1.000"
"sized","5","0.630","4","2.590","1,400","1.939","#","s""aIzd","1","647.481","-0.292","1.000"
"skate","5","5.900","3","4.560","1","1.508","5.370","sk""et","1","710.750","0.046","1.000"
"skates","6","4.220","4","#","0","1.601","5.370","sk""ets","1","661.296","-0.214","1.000"
"skeet","5","0.510","3","4.230","0","#","12.530","sk""it","1","772.591","0.493","1.000"
"skein","5","0.100","2","#","0","1.141","11.200","sk""en","1","788.667","0.378","0.429"
"sketch","6","4.940","0","4.560","2,979","1.756","9.000","sk""EtS","1","683.759","-0.174","1.000"
"sketched","8","0.240","2","#","0","1.854","9.000","sk""EtSt","1","726.071","-0.114","1.000"
"skew","4","0.140","5","2.680","0","1.464","10.940","skj""u","1","717.040","0.132","0.926"
"skewer","6","0.410","0","4.460","0","0.673","8.940","skj""u@`","1","830.667","0.383","0.964"
"ski","3","8.100","2","4.630","2,447","1.188","6.680","sk""i","1","721.565","-0.067","0.920"
"skid","4","2.180","7","4.070","0","1.452","8.110","sk""Id","1","713.423","-0.066","1.000"
"skids","5","0.590","6","#","0","#","8.110","sk""Idz","1","695.800","0.000","1.000"
"skier","5","0.470","2","4.320","0","1.029","8.880","sk""i@`","1","796.360","0.192","0.926"
"skies","5","7.490","11","4.830","1","1.609","4.170","sk""aIz","1","725.000","-0.142","0.963"
"skill","5","7.920","6","2.170","5,281","1.900","6.800","sk""Il","1","748.360","0.007","0.962"
"skilled","7","2.370","4","1.960","4,081","1.691","8.680","sk""Ild","1","739.259","0.068","1.000"
"skills","6","14.570","6","#","6,948","1.689","6.800","sk""Ilz","1","673.037","0.035","1.000"
"skim","4","0.840","8","3.760","0","1.563","8.840","sk""Im","1","678.160","-0.014","0.962"
"skimmed","7","0.390","3","3.190","0","1.161","8.840","sk""Imd","1","721.071","-0.081","1.000"
"skimp","5","0.250","1","2.310","0","#","11.250","sk""Imp","1","706.080","-0.165","1.000"
"skin","4","44.040","8","4.790","4,811","1.536","4.480","sk""In","1","680.958","-0.070","1.000"
"skins","5","2.670","9","#","0","1.529","4.480","sk""Inz","1","653.296","-0.326","1.000"
"skip","4","21.100","9","4.070","446","1.787","4.680","sk""Ip","1","716.393","-0.251","1.000"
"skipped","7","5.060","5","#","0","1.625","4.680","sk""Ipt","1","669.192","-0.237","1.000"
"skips","5","0.820","10","#","0","1.644","4.680","sk""Ips","1","654.815","-0.292","1.000"
"skirt","5","9.960","3","4.820","0","1.294","5.670","sk""3`t","1","680.259","-0.234","1.000"
"skirts","6","2.960","1","#","0","1.378","5.670","sk""3`ts","1","729.630","0.229","1.000"
"skis","4","1.350","5","#","0","0.893","6.680","sk""iz","1","782.882","0.440","0.895"
"skit","4","0.820","9","3.860","0","#","9.170","sk""It","1","693.964","-0.068","1.000"
"skits","5","0.100","10","#","0","#","9.170","sk""Its","1","710.269","-0.032","0.963"
"skulk","5","0.290","2","2.580","0","#","13.290","sk""Vlk","1","780.136","0.333","0.786"
"skull","5","14.710","3","4.830","2,716","1.466","6.330","sk""Vl","1","690.370","-0.205","1.000"
"skulls","6","2.430","3","#","0","1.299","6.330","sk""Vlz","1","721.857","-0.051","1.000"
"skunk","5","3.250","4","4.880","0","#","5.320","sk""VNk","1","774.963","0.189","0.964"
"skunks","6","0.490","1","#","0","#","5.320","sk""VNks","1","760.217","0.273","0.920"
"sky","3","44.800","7","4.450","6,698","1.538","4.170","sk""aI","1","634.679","-0.300","1.000"
"sky's","5","#","0","#","#","#","#","sk""aIz","1","651.321","-0.412","1.000"
"slab","4","1.840","12","4.290","0","1.325","8.530","sl""ab","1","643.885","-0.317","0.963"
"slack","5","5.920","8","3.150","0","1.896","9.630","sl""ak","1","659.778","-0.290","1.000"
"slacks","6","1.100","7","4.570","0","1.368","9.630","sl""aks","1","641.778","-0.315","0.964"
"slag","4","0.760","14","#","0","1.489","11.670","sl""ag","1","660.185","-0.284","1.000"
"slain","5","1.800","5","3.430","9","1.018","9.390","sl""en","1","735.037","0.096","1.000"
"slake","5","0.060","8","#","0","#","12.330","sl""ek","1","642.591","-0.339","0.880"
"slaked","6","0.040","7","#","0","#","12.330","sl""ekt","1","751.947","0.090","0.704"
"slam","4","5.800","14","4.000","356","1.368","6.940","sl""am","1","637.286","-0.399","1.000"
"slammed","7","3.250","4","#","0","1.397","6.940","sl""amd","1","653.556","-0.280","1.000"
"slang","5","1.390","4","2.480","14","1.534","10.680","sl""aN","1","672.519","-0.274","1.000"
"slant","5","1.140","3","3.080","0","1.963","7.330","sl""ant","1","662.462","-0.314","0.963"
"slants","6","0.160","3","#","0","#","7.330","sl""ants","1","716.185","-0.115","1.000"
"slap","4","12.470","14","4.720","0","1.744","4.670","sl""ap","1","611.143","-0.382","1.000"
"slapped","7","4.960","6","#","0","1.480","4.670","sl""apt","1","658.714","-0.250","1.000"
"slaps","5","0.860","13","#","0","1.319","4.670","sl""aps","1","638.286","-0.380","1.000"
"slash","5","2.390","8","3.520","0","1.655","7.470","sl""aS","1","637.037","-0.379","1.000"
"slashed","7","1.510","8","4.180","0","1.595","7.470","sl""aSt","1","726.586","-0.115","1.000"
"slat","4","0.080","17","4.040","0","#","11.560","sl""at","1","706.591","-0.154","0.815"
"slate","5","3.240","9","4.580","628","1.617","9.250","sl""et","1","637.250","-0.360","1.000"
"slats","5","0.390","16","#","0","1.414","11.560","sl""ats","1","740.652","0.107","0.885"
"Slav","4","0.060","7","#","0","0.822","#","sl""Av","1","767.208","0.085","0.889"
"slave","5","18.430","7","4.380","5,360","1.591","7.840","sl""ev","1","650.111","-0.297","1.000"
"slaves","6","8.120","7","#","4,255","1.437","7.840","sl""evz","1","651.536","-0.432","1.000"
"slave's","7","#","2","#","#","#","#","sl""evz","1","642.643","-0.217","1.000"
"Slavs","5","0.020","7","#","1","0.799","#","sl""Avz","1","782.737","0.326","0.704"
"slaw","4","0.330","12","4.640","0","#","8.280","sl""O","1","631.214","-0.406","0.966"
"slay","4","2.140","14","3.100","0","1.334","9.390","sl""e","1","689.923","-0.204","1.000"
"sled","4","2.920","9","5.000","0","#","4.890","sl""Ed","1","669.370","-0.259","1.000"
"sledge","6","0.470","3","4.110","0","1.246","10.060","sl""EdZ","1","689.571","-0.267","0.966"
"sleek","5","0.840","2","3.000","0","1.505","11.170","sl""ik","1","644.640","-0.355","1.000"
"sleep","5","227.940","6","4.440","4,880","1.402","2.790","sl""ip","1","638.333","-0.353","1.000"
"sleeps","6","8.100","6","#","0","1.570","2.790","sl""ips","1","698.556","-0.171","1.000"
"sleet","5","0.650","7","4.780","0","1.155","11.720","sl""it","1","667.963","-0.195","1.000"
"sleeve","6","5.610","0","4.840","38","1.553","4.940","sl""iv","1","705.607","-0.007","1.000"
"sleeves","7","3.080","1","#","0","1.452","4.940","sl""ivz","1","692.556","-0.146","1.000"
"sleigh","6","3.270","0","4.710","0","#","6.000","sl""e","1","689.000","-0.019","1.000"
"sleight","7","0.490","1","2.680","0","#","13.290","sl""aIt","1","757.083","0.196","0.889"
"slept","5","35.490","2","3.190","21","1.399","2.790","sl""Ept","1","641.143","-0.354","1.000"
"sleuth","6","0.200","0","3.070","0","#","10.820","sl""uT","1","749.409","-0.022","0.880"
"slew","4","1.310","10","2.520","0","1.280","9.802","sl""u","1","659.308","-0.181","1.000"
"slice","5","8.530","5","3.850","0","1.619","5.690","sl""aIs","1","709.556","-0.035","1.000"
"sliced","6","2.140","3","4.310","0","1.166","5.690","sl""aIst","1","669.786","-0.260","1.000"
"slick","5","6.860","7","3.690","0","1.669","9.300","sl""Ik","1","689.692","-0.246","0.963"
"slid","4","1.840","6","3.620","0","1.333","4.790","sl""Id","1","685.308","-0.114","0.963"
"slide","5","17.820","5","4.480","2,854","1.848","4.790","sl""aId","1","634.111","-0.439","1.000"
"slides","6","3.040","3","#","2","1.615","4.790","sl""aIdz","1","684.038","-0.205","1.000"
"slight","6","10.180","4","1.900","3,820","2.007","10.330","sl""aIt","1","698.679","-0.146","1.000"
"slights","7","#","4","#","0","#","#","sl""aIts","1","696.308","-0.255","0.929"
"slim","4","11.860","9","3.930","1,442","1.677","7.260","sl""Im","1","660.643","-0.266","1.000"
"slime","5","2.760","5","4.480","0","1.505","6.780","sl""aIm","1","644.407","-0.341","1.000"
"slimed","6","0.120","1","#","0","#","#","sl""aImd","1","769.958","-0.012","0.857"
"sling","5","2.290","8","4.520","0","1.573","8.670","sl""IN","1","682.038","-0.086","0.963"
"slings","6","0.430","6","#","0","1.427","8.670","sl""INz","1","761.240","0.055","1.000"
"slink","5","0.370","6","#","0","#","9.370","sl""INk","1","698.792","-0.277","1.000"
"slip","4","25.880","11","4.100","1,903","1.905","6.170","sl""Ip","1","644.962","-0.313","0.963"
"slipped","7","16.630","8","3.660","49","1.667","6.170","sl""Ipt","1","691.071","-0.210","1.000"
"slips","5","3.880","10","#","0","1.861","6.170","sl""Ips","1","676.880","-0.258","1.000"
"slit","4","3.800","12","3.680","0","1.477","10.440","sl""It","1","680.037","-0.118","1.000"
"slits","5","0.290","10","#","0","1.505","10.440","sl""Its","1","679.074","-0.236","1.000"
"sloan","5","6.490","0","#","50","#","#","sl""on","1","724.731","-0.090","0.963"
"slob","4","3.570","8","3.220","0","#","7.110","sl""Ab","1","645.464","-0.348","1.000"
"sloe","4","0.060","8","#","0","#","#","sl""o","1","720.667","-0.079","0.577"
"sloop","5","0.200","4","#","0","#","11.070","sl""up","1","688.913","-0.148","0.821"
"slop","4","1.840","13","3.440","0","1.458","7.950","sl""Ap","1","731.607","-0.194","1.000"
"slope","5","2.940","3","4.070","1,332","1.506","8.670","sl""op","1","688.846","-0.144","1.000"
"slopes","6","1.100","4","#","558","1.324","8.670","sl""ops","1","694.111","-0.055","1.000"
"slope's","7","#","0","#","#","#","#","sl""ops","1","646.214","-0.249","1.000"
"slopped","7","0.140","7","3.070","0","#","7.950","sl""Apt","1","765.913","0.005","0.885"
"slosh","5","0.120","3","2.840","0","#","8.590","sl""AS","1","631.852","-0.395","1.000"
"sloshed","7","0.100","2","#","0","#","8.590","sl""ASt","1","695.926","-0.122","0.964"
"slot","4","5.490","17","4.450","2,555","1.671","6.850","sl""At","1","602.741","-0.443","1.000"
"sloth","5","1.450","3","4.830","0","1.781","8.370","sl""OT","1","686.111","-0.055","1.000"
"slots","5","1.610","17","#","94","1.196","6.850","sl""Ats","1","643.690","-0.301","1.000"
"slouch","6","0.630","1","3.560","0","#","9.110","sl""aUtS","1","689.357","-0.156","1.000"
"slough","6","0.670","2","#","0","1.789","14.651","sl""Vf","1","777.562","0.308","0.640"
"slow","4","76.020","15","3.280","6,924","2.061","4.150","sl""o","1","607.192","-0.513","1.000"
"slowed","6","2.270","9","#","295","1.706","4.150","sl""od","1","701.214","-0.171","1.000"
"slower","6","5.180","5","#","1,858","1.939","4.150","sl""o@`","1","666.192","-0.122","0.963"
"sludge","6","0.470","2","4.230","0","1.194","8.800","sl""VdZ","1","674.321","-0.200","1.000"
"slug","4","4.960","8","4.640","0","1.565","6.000","sl""Vg","1","685.069","-0.124","1.000"
"slugged","7","1.180","4","3.440","0","#","6.000","sl""Vgd","1","676.815","-0.291","1.000"
"slugs","5","1.800","7","#","0","1.289","6.000","sl""Vgz","1","607.111","-0.476","1.000"
"sluice","6","0.270","0","#","0","1.262","14.360","sl""us","1","788.750","0.335","0.522"
"sluiced","7","0.020","1","#","0","#","#","sl""ust","1","1,314.000","1.797","0.143"
"slum","4","1.270","11","4.030","0","1.350","11.900","sl""Vm","1","660.286","-0.414","1.000"
"slump","5","1.200","5","3.320","0","1.482","10.580","sl""Vmp","1","630.179","-0.358","1.000"
"slumped","7","0.470","5","#","0","1.675","10.580","sl""Vmpt","1","670.115","-0.100","0.963"
"slums","5","0.980","7","#","0","1.326","11.900","sl""Vmz","1","662.750","-0.328","1.000"
"slung","5","0.310","7","2.920","0","1.473","8.670","sl""VN","1","706.520","-0.105","0.926"
"slur","4","0.470","6","3.310","0","1.871","10.720","sl""3`","1","715.714","-0.173","1.000"
"slurp","5","0.430","2","3.830","0","#","6.760","sl""3`p","1","642.538","-0.336","0.963"
"slurped","7","0.020","2","#","0","#","#","sl""3`pt","1","689.815","-0.083","0.964"
"slush","5","0.550","6","4.040","0","1.345","6.950","sl""VS","1","663.714","-0.326","1.000"
"slut","4","11.350","10","3.190","0","1.238","12.670","sl""Vt","1","738.115","-0.159","0.963"
"sly","3","2.670","8","2.030","0","1.610","8.550","sl""aI","1","629.808","-0.421","1.000"
"smack","5","9.510","5","4.670","0","1.474","5.940","sm""ak","1","683.778","-0.141","1.000"
"smacked","7","1.690","5","#","0","1.706","5.940","sm""akt","1","691.154","-0.253","1.000"
"smacks","6","0.820","5","#","0","1.905","5.940","sm""aks","1","713.640","-0.053","1.000"
"small","5","124.960","3","3.220","8,973","2.226","3.220","sm""Ol","1","711.692","-0.230","1.000"
"smart","5","96.250","2","1.750","5,422","1.803","5.500","sm""Art","1","652.333","-0.399","1.000"
"smash","5","8.250","3","3.790","368","1.626","4.650","sm""aS","1","657.897","-0.265","1.000"
"smashed","7","7.020","5","#","0","1.597","4.650","sm""aSt","1","727.958","0.045","1.000"
"smear","5","2.180","3","3.660","0","1.761","8.840","sm""Ir","1","685.208","0.024","1.000"
"smeared","7","1.140","2","3.520","0","1.504","8.840","sm""Ird","1","825.240","0.243","1.000"
"smell","5","83.140","5","3.700","35","1.559","4.220","sm""El","1","675.560","-0.196","1.000"
"smelled","7","7.920","4","3.030","0","1.367","4.220","sm""Eld","1","729.464","-0.085","1.000"
"smells","6","27.270","6","#","0","1.566","4.220","sm""Elz","1","719.038","-0.005","1.000"
"smelt","5","1.020","2","3.930","0","1.478","13.639","sm""Elt","1","659.148","-0.228","1.000"
"smelts","6","0.040","1","#","0","#","13.639","sm""Elts","1","713.077","0.000","0.963"
"smile","5","58.000","3","4.500","578","1.420","3.510","sm""aIl","1","630.481","-0.369","1.000"
"smiled","6","4.920","3","#","0","1.322","3.510","sm""aIld","1","667.577","-0.152","1.000"
"smiles","6","6.200","3","#","0","1.548","3.510","sm""aIlz","1","675.444","-0.103","1.000"
"smirch","6","#","0","#","0","#","#","sm""3`tS","1","757.750","0.063","0.889"
"smirk","5","0.800","1","4.320","0","1.508","8.000","sm""3`k","1","692.250","-0.157","1.000"
"smirked","7","0.020","1","#","0","1.142","#","sm""3`kt","1","698.920","0.024","1.000"
"smite","5","0.570","5","2.310","0","#","11.500","sm""aIt","1","756.654","0.169","0.929"
"smith","5","36.390","2","3.810","8,327","1.812","#","sm""IT","1","704.120","-0.199","1.000"
"Smith's","7","#","0","#","#","#","#","sm""ITs","1","664.125","-0.132","1.000"
"smock","5","0.490","3","4.780","0","1.511","6.260","sm""Ak","1","656.111","-0.243","0.964"
"smog","4","1.080","3","4.140","0","0.979","10.470","sm""Ag","1","689.889","-0.223","0.964"
"smoke","5","65.430","4","4.960","4,394","1.542","4.000","sm""ok","1","611.960","-0.460","1.000"
"smoked","6","7.000","3","3.650","0","1.419","4.000","sm""okt","1","732.000","-0.100","1.000"
"smokes","6","5.140","4","#","0","1.393","4.000","sm""oks","1","659.885","-0.195","1.000"
