"Word","Length","SUBTLWF","Ortho_N","Concreteness_Rating","Semantic_Neighbors","Semantic_Diversity","Age_Of_Acquisition","Pron","NSyll","I_NMG_Mean_RT","I_NMG_Zscore","I_NMG_Mean_Accuracy"
"brooks","6","8.240","4","#","4,748","1.812","#","br""Uks","1","598.731","-0.574","1.000"
"brook's","7","#","0","#","#","#","#","br""Uks","1","657.138","-0.341","1.000"
"broom","5","4.760","4","4.890","0","1.795","5.500","br""um","1","617.654","-0.563","1.000"
"broth","5","0.880","5","4.680","0","1.345","9.000","br""OT","1","608.115","-0.555","1.000"
"brought","7","172.270","2","2.230","8,775","2.155","4.420","br""Ot","1","625.593","-0.324","0.964"
"brow","4","1.840","8","4.390","0","1.506","9.820","br""aU","1","610.346","-0.496","1.000"
"brown","5","60.120","8","4.480","8,319","1.898","4.197","br""aUn","1","587.107","-0.545","1.000"
"brown's","7","#","0","#","#","#","#","br""aUnz","1","606.815","-0.520","1.000"
"brows","5","0.240","6","#","0","1.188","9.820","br""aUz","1","615.778","-0.529","0.964"
"browse","6","0.590","2","3.070","0","1.570","9.890","br""aUz","1","569.920","-0.705","0.962"
"Bruce","5","21.330","5","#","6,764","#","#","br""us","1","575.556","-0.638","1.000"
"bruise","6","3.240","2","4.730","0","1.489","5.450","br""uz","1","612.500","-0.572","1.000"
"bruised","7","2.100","5","#","0","1.665","#","br""uzd","1","631.077","-0.392","1.000"
"brunch","6","3.710","2","4.410","0","#","8.680","br""VntS","1","625.929","-0.499","1.000"
"brunt","5","0.490","3","2.210","0","1.996","12.520","br""Vnt","1","618.231","-0.472","0.929"
"brush","5","14.160","3","4.540","1,255","1.519","3.780","br""VS","1","558.036","-0.683","1.000"
"brushed","7","2.410","3","3.290","0","1.494","3.780","br""VSt","1","596.333","-0.453","1.000"
"brusque","7","0.080","0","#","0","1.625","14.770","br""Vsk","1","888.071","0.622","0.700"
"brute","5","3.180","1","3.310","0","1.720","10.850","br""ut","1","642.692","-0.408","1.000"
"buck","4","33.750","16","4.670","3,306","1.886","7.680","b""Vk","1","578.321","-0.674","1.000"
"bucked","6","0.310","13","2.960","0","1.498","7.680","b""Vkt","1","622.960","-0.454","0.926"
"bucks","5","56.200","15","#","0","1.756","7.680","b""Vks","1","578.964","-0.646","1.000"
"buck's","6","#","1","#","#","#","#","b""Vks","1","601.679","-0.456","1.000"
"bud","3","35.450","16","4.480","1,469","1.450","7.010","b""Vd","1","622.370","-0.575","1.000"
"budge","5","2.040","5","2.650","0","1.868","9.250","b""VdZ","1","664.571","-0.388","0.966"
"buds","4","1.760","15","#","0","1.233","7.010","b""Vdz","1","593.034","-0.633","1.000"
"buff","4","2.490","10","3.730","0","1.534","11.740","b""Vf","1","585.778","-0.614","0.964"
"buffs","5","0.140","8","#","0","1.708","11.740","b""Vfs","1","575.192","-0.661","1.000"
"bug","3","20.940","20","5.000","1,065","1.842","3.790","b""Vg","1","588.111","-0.713","1.000"
"bugged","6","2.550","15","#","0","1.424","3.790","b""Vgd","1","613.154","-0.482","0.963"
"bugs","4","13.630","18","#","1,687","1.731","3.790","b""Vgz","1","584.852","-0.718","1.000"
"build","5","48.080","2","3.710","7,700","2.128","4.450","b""Ild","1","621.556","-0.483","1.000"
"builds","6","3.510","1","#","1,892","1.948","4.450","b""Ildz","1","599.259","-0.469","1.000"
"built","5","41.160","3","3.500","7,170","1.984","4.450","b""Ilt","1","649.593","-0.382","0.931"
"bulb","4","3.920","2","4.930","0","1.500","6.560","b""Vlb","1","625.259","-0.521","0.964"
"bulbs","5","1.710","3","#","0","1.214","6.560","b""Vlbz","1","608.821","-0.466","1.000"
"bulge","5","0.940","4","3.920","0","1.664","8.100","b""VldZ","1","630.308","-0.469","1.000"
"bulged","6","0.020","6","#","0","1.320","8.100","b""VldZd","1","632.000","-0.402","0.923"
"bulk","4","1.900","9","3.240","4,651","2.080","10.210","b""Vlk","1","602.296","-0.685","1.000"
"bulked","6","0.060","9","2.380","0","#","10.210","b""Vlkt","1","631.000","-0.309","0.920"
"bulks","5","0.020","10","#","0","#","10.210","b""Vlks","1","602.464","-0.642","1.000"
"bull","4","27.510","17","4.850","5,469","1.654","4.530","b""Ul","1","569.750","-0.666","1.000"
"bulls","5","5.180","15","#","420","1.166","4.530","b""Ulz","1","614.750","-0.498","1.000"
"bum","3","15.430","12","4.210","0","1.429","8.110","b""Vm","1","627.519","-0.422","1.000"
"bump","4","12.350","10","4.100","0","1.796","4.350","b""Vmp","1","558.630","-0.679","1.000"
"bumped","6","6.080","8","#","0","1.626","4.350","b""Vmpt","1","619.083","-0.468","1.000"
"bumps","5","3.470","10","#","0","1.698","4.350","b""Vmps","1","571.593","-0.719","1.000"
"bums","4","3.730","12","#","0","1.499","8.110","b""Vmz","1","636.741","-0.450","0.964"
"bun","3","2.880","20","4.880","0","1.557","5.790","b""Vn","1","603.308","-0.580","1.000"
"bunch","5","58.880","8","3.500","225","1.735","4.890","b""VntS","1","547.407","-0.788","0.964"
"bunched","7","0.200","6","#","0","1.582","4.890","b""VntSt","1","670.286","-0.399","1.000"
"bunk","4","6.270","15","4.300","0","1.334","5.620","b""VNk","1","558.655","-0.718","1.000"
"bunks","5","1.080","10","#","0","1.179","5.620","b""VNks","1","594.444","-0.528","1.000"
"buns","4","3.780","21","#","0","1.384","5.790","b""Vnz","1","540.154","-0.755","0.963"
"bunt","4","0.800","14","3.610","0","#","8.662","b""Vnt","1","614.810","-0.427","0.840"
"buoyant","7","0.180","0","3.360","0","1.750","12.580","b""OI@nt","1","734.731","0.130","0.963"
"burg","4","0.550","9","#","0","#","12.180","b""3`g","1","622.852","-0.531","0.964"
"burn","4","55.220","11","4.110","4,440","1.833","4.720","b""3`n","1","641.962","-0.583","1.000"
"burned","6","28.390","8","3.720","4,283","1.727","4.720","b""3`nd","1","594.444","-0.615","1.000"
"burns","5","23.140","7","#","6,008","1.846","#","b""3`nz","1","584.429","-0.588","1.000"
"burnt","5","9.570","3","3.930","1,700","1.865","4.720","b""3`nt","1","633.481","-0.422","1.000"
"burp","4","1.290","8","4.340","0","#","4.670","b""3`p","1","581.370","-0.585","1.000"
"burr","4","0.690","9","3.930","8","1.728","9.330","b""3`","1","645.667","-0.390","1.000"
"burrs","5","0.060","5","#","0","#","9.330","b""3`z","1","647.037","-0.405","0.964"
"burst","5","8.530","4","3.100","1,868","1.741","7.720","b""3`st","1","645.143","-0.573","1.000"
"bursts","6","1.140","1","#","0","1.745","7.720","b""3`sts","1","590.429","-0.555","1.000"
"Burt","4","13.250","14","#","376","#","#","b""3`t","1","578.259","-0.704","1.000"
"bus","3","74.180","12","4.900","6,010","1.638","3.850","b""Vs","1","579.071","-0.648","1.000"
"bush","4","14.120","13","4.900","7,000","1.467","4.900","b""US","1","594.000","-0.501","1.000"
"bust","4","27.570","16","3.730","61","1.702","9.230","b""Vst","1","564.192","-0.466","0.963"
"busts","5","1.410","10","#","0","1.385","9.230","b""Vsts","1","642.192","-0.529","0.963"
"but","3","4,417.470","18","2.040","9,857","2.332","4.602","b""Vt","1","625.458","-0.516","0.960"
"butch","5","6.430","8","3.100","73","1.379","11.326","b""UtS","1","666.960","-0.260","0.893"
"butt","4","38.570","5","4.750","0","1.699","3.730","b""Vt","1","576.429","-0.560","1.000"
"butte","5","0.530","2","#","1","#","#","bj""ut","1","1,062.929","1.053","0.667"
"butts","5","5.730","4","#","0","1.599","3.730","b""Vts","1","626.889","-0.469","1.000"
"buy","3","192.430","10","3.350","5,918","1.909","5.560","b""aI","1","616.889","-0.451","0.964"
"buyer","5","5.180","3","4.360","162","1.151","6.940","b""aI@`","1","662.179","-0.356","1.000"
"buyers","6","2.370","0","#","1,059","1.359","6.940","b""aI@`z","1","623.538","-0.425","1.000"
"buys","4","7.060","10","#","3","1.737","5.560","b""aIz","1","687.731","-0.149","0.963"
"buzz","4","15.960","1","3.700","839","1.714","7.096","b""Vz","1","582.520","-0.624","1.000"
"buzzed","6","0.940","3","#","0","1.521","7.096","b""Vzd","1","602.000","-0.657","0.964"
"by","2","1,340.470","8","1.550","9,537","2.376","5.412","b""aI","1","559.138","-0.684","1.000"
"bye","3","180.080","8","2.250","0","1.643","3.280","b""aI","1","599.929","-0.578","1.000"
"cab","3","35.800","18","4.880","1,536","1.410","6.940","k""ab","1","572.800","-0.612","0.962"
"cabs","4","2.140","14","#","0","1.290","6.940","k""abz","1","637.793","-0.404","1.000"
"cab's","5","#","4","#","#","#","#","k""abz","1","607.800","-0.484","0.962"
"cache","5","0.610","1","3.800","88","0.906","15.050","k""aS","1","827.200","0.317","0.833"
"cad","3","1.040","22","#","1","1.145","#","k""ad","1","634.741","-0.501","1.000"
"cage","4","20.270","13","5.000","3,467","1.613","5.060","k""edZ","1","605.893","-0.522","1.000"
"caged","5","1.630","12","4.220","0","1.549","#","k""edZd","1","615.071","-0.446","1.000"
"Cain","4","4.370","10","#","634","#","#","k""en","1","650.308","-0.388","1.000"
"cake","4","45.060","19","4.810","582","1.375","3.260","k""ek","1","663.615","-0.531","1.000"
"caked","5","0.180","13","#","0","1.405","3.260","k""ekt","1","685.370","-0.354","1.000"
"cakes","5","5.710","19","#","0","1.348","3.260","k""eks","1","575.741","-0.560","1.000"
"calf","4","2.960","5","4.480","0","1.494","6.630","k""af","1","608.500","-0.512","0.960"
"call","4","861.390","16","4.000","8,918","2.079","4.740","k""Ol","1","631.107","-0.493","1.000"
"called","6","340.020","10","#","9,438","2.235","4.740","k""Old","1","650.667","-0.509","0.964"
"calls","5","80.330","13","#","8,433","2.032","4.740","k""Olz","1","574.000","-0.645","1.000"
"calm","4","89.040","5","2.830","2,209","1.766","6.260","k""Am","1","585.370","-0.538","1.000"
"calmed","6","1.670","5","#","0","1.693","6.260","k""Amd","1","704.556","-0.206","0.964"
"calve","5","#","4","#","0","#","8.843","k""av","1","704.316","-0.181","0.731"
"calves","6","1.610","5","4.660","0","1.158","6.630","k""avz","1","621.368","-0.280","0.731"
"cam","3","3.780","20","#","459","1.662","9.227","k""am","1","628.840","-0.428","0.962"
"came","4","463.730","20","1.850","9,033","2.045","3.320","k""em","1","692.815","-0.240","1.000"
"camp","4","51.220","10","4.350","7,857","1.707","5.780","k""amp","1","620.926","-0.541","1.000"
"camped","6","1.240","6","#","0","1.412","5.780","k""ampt","1","632.192","-0.459","1.000"
"camps","5","3.760","8","#","4,547","1.643","5.780","k""amps","1","599.130","-0.494","1.000"
"camp's","6","#","1","#","#","#","#","k""amps","1","604.286","-0.504","1.000"
"cams","4","0.450","18","#","0","#","9.227","k""amz","1","675.462","-0.167","1.000"
"can","3","5,247.450","24","4.550","8,548","2.321","4.320","k""an","1","626.615","-0.377","1.000"
"cane","4","8.330","21","4.870","972","1.689","5.740","k""en","1","573.692","-0.658","1.000"
"cane's","6","#","3","#","#","#","#","k""enz","1","618.846","-0.520","1.000"
"canned","6","4.200","8","3.680","0","1.312","7.560","k""and","1","641.522","-0.333","0.958"
"cans","4","7.670","20","#","1","1.611","4.320","k""anz","1","571.000","-0.674","1.000"
"can't","5","#","1","#","#","#","#","k""ant","1","573.727","-0.643","1.000"
"cap","3","18.750","23","4.590","4,817","1.821","5.530","k""ap","1","554.037","-0.773","1.000"
"cape","4","8.240","17","4.770","5,631","1.512","6.904","k""ep","1","606.731","-0.521","1.000"
"capes","5","0.310","15","4.810","0","#","6.904","k""eps","1","623.115","-0.535","1.000"
"capped","6","1.220","12","2.960","10","1.674","5.530","k""apt","1","639.923","-0.386","0.963"
"caps","4","2.960","22","#","1,065","1.606","5.530","k""aps","1","583.346","-0.555","1.000"
"car","3","483.060","23","4.890","8,151","1.688","3.370","k""Ar","1","633.593","-0.496","1.000"
"card","4","85.430","14","4.900","7,047","1.674","6.200","k""Ard","1","579.862","-0.642","1.000"
"cards","5","48.020","10","#","6,166","1.729","6.200","k""Ardz","1","605.464","-0.476","1.000"
"care","4","485.250","26","2.330","8,108","1.839","5.650","k""Er","1","576.321","-0.599","1.000"
"cared","5","14.180","17","#","0","1.698","5.650","k""Erd","1","679.538","-0.213","1.000"
"cares","5","39.670","24","#","0","1.848","5.650","k""Erz","1","662.214","-0.431","1.000"
"Carl","4","27.270","12","#","6,106","1.691","#","k""Arl","1","598.778","-0.577","1.000"
"carp","4","0.760","11","4.620","0","0.753","11.420","k""Arp","1","609.893","-0.431","1.000"
"cars","4","45.630","23","#","6,738","1.521","3.370","k""Arz","1","578.929","-0.618","1.000"
"car's","5","#","8","#","#","#","#","k""Arz","1","626.179","-0.526","1.000"
"cart","4","9.040","19","4.890","234","1.432","6.160","k""Art","1","608.889","-0.596","1.000"
"carte","5","1.180","6","#","0","#","11.930","k""Art","1","816.909","0.266","0.786"
"carts","5","1.880","16","#","0","1.339","6.160","k""Arts","1","648.630","-0.422","1.000"
"carve","5","3.100","6","3.690","0","1.624","6.350","k""Arv","1","659.875","-0.224","0.960"
"carved","6","3.860","9","#","1,619","1.467","6.350","k""Arvd","1","646.000","-0.270","1.000"
"case","4","282.410","14","3.930","9,252","2.240","6.740","k""es","1","634.250","-0.457","1.000"
"cased","5","0.410","10","2.610","0","1.249","6.740","k""est","1","676.833","-0.102","0.960"
"cash","4","72.430","13","4.480","6,337","1.784","4.840","k""aS","1","565.852","-0.675","1.000"
"cashed","6","2.120","11","#","0","1.629","4.840","k""aSt","1","662.000","-0.268","0.964"
"cask","4","0.120","7","#","0","0.737","13.120","k""ask","1","672.400","-0.275","1.000"
"casks","5","0.160","6","#","0","0.870","13.120","k""asks","1","662.286","-0.362","0.778"
"cast","4","23.140","19","3.920","7,793","1.856","7.240","k""ast","1","578.296","-0.630","1.000"
"caste","5","0.860","8","2.670","264","1.280","13.070","k""ast","1","639.143","-0.275","0.778"
"casts","5","0.980","11","#","0","1.870","7.240","k""asts","1","623.000","-0.505","1.000"
"cat","3","66.330","25","4.860","6,738","1.608","3.680","k""at","1","600.038","-0.603","1.000"
"catch","5","135.510","8","4.110","5,641","1.881","4.610","k""atS","1","608.333","-0.537","1.000"
"cats","4","19.730","22","#","3,927","1.438","3.680","k""ats","1","574.500","-0.666","1.000"
"cat's","5","#","6","#","#","#","#","k""ats","1","591.179","-0.659","1.000"
"caught","6","93.940","2","3.270","6,665","1.862","4.610","k""Ot","1","635.929","-0.431","1.000"
"cause","5","310.040","2","2.430","7,729","2.130","5.840","k""Oz","1","565.179","-0.631","1.000"
"caused","6","25.840","2","#","7,826","2.141","5.840","k""Ozd","1","611.172","-0.533","1.000"
"cave","4","13.980","19","4.960","4,990","1.537","6.740","k""ev","1","589.607","-0.561","1.000"
"caved","5","1.120","12","#","0","1.889","6.740","k""evd","1","639.357","-0.347","1.000"
"caves","5","3.960","19","#","1,248","1.436","6.740","k""evz","1","679.857","-0.227","1.000"
"cease","5","8.730","4","2.390","1,390","2.092","9.260","s""is","1","710.455","-0.019","0.957"
"ceased","6","1.330","5","#","5,046","2.024","9.260","s""ist","1","755.333","-0.093","1.000"
"cede","4","0.120","2","#","0","#","15.500","s""id","1","806.400","0.247","0.769"
"cell","4","54.350","13","4.440","6,133","1.325","10.000","s""El","1","686.074","-0.248","1.000"
"cells","5","11.960","12","#","3,803","1.254","10.000","s""Elz","1","645.852","-0.455","1.000"
"Celt","4","0.080","11","#","0","#","#","k""Elt","1","734.857","-0.113","0.875"
"cent","4","9.470","15","4.190","2,215","1.750","6.000","s""Ent","1","672.621","-0.238","1.000"
"cents","5","21.840","11","#","4","1.451","6.000","s""Ents","1","623.800","-0.328","1.000"
"Chad","4","7.180","7","#","2,499","1.060","#","tS""ad","1","583.000","-0.607","0.963"
"chafe","5","0.250","2","3.420","0","#","11.680","tS""ef","1","895.952","0.434","0.808"
"chain","5","21.220","2","4.550","7,270","1.893","5.220","tS""en","1","652.074","-0.230","1.000"
"chains","6","7.590","1","#","3,687","1.702","5.220","tS""enz","1","644.391","-0.344","1.000"
"chair","5","49.240","3","4.580","5,840","1.638","3.430","tS""Er","1","606.571","-0.389","1.000"
"chairs","6","9.880","2","#","1,113","1.543","3.430","tS""Erz","1","612.107","-0.408","1.000"
"chaise","6","0.290","0","#","0","1.449","13.330","S""ez","1","803.533","0.292","0.556"
"chalk","5","3.590","0","4.900","10","1.647","4.470","tS""Ok","1","603.679","-0.552","1.000"
"chalked","7","0.330","0","#","0","1.725","4.470","tS""Okt","1","640.464","-0.275","1.000"
"champ","5","15.120","5","3.290","0","1.228","7.530","tS""amp","1","640.143","-0.415","1.000"
"champs","6","1.100","5","#","0","1.405","7.530","tS""amps","1","661.280","-0.441","1.000"
"chance","6","241.240","2","1.640","7,516","2.079","7.780","tS""ans","1","618.308","-0.459","1.000"
"chanced","7","0.240","4","#","0","1.664","7.780","tS""anst","1","704.167","-0.107","0.960"
"change","6","240.350","2","2.890","9,178","2.180","4.260","tS""endZ","1","596.385","-0.499","1.000"
"changed","7","100.940","6","#","8,811","2.144","4.260","tS""endZd","1","662.500","-0.331","0.957"
"chant","5","2.270","2","4.000","8","1.570","6.880","tS""ant","1","633.125","-0.363","1.000"
"chants","6","0.650","1","#","0","1.447","6.880","tS""ants","1","669.731","-0.407","1.000"
"chap","4","6.350","8","3.900","0","1.507","10.000","tS""ap","1","633.462","-0.487","0.963"
"chapped","7","0.370","5","3.860","0","#","10.000","tS""apt","1","701.192","-0.165","1.000"
"chaps","5","2.570","8","4.620","0","1.503","10.000","tS""aps","1","674.607","-0.375","1.000"
"char","4","1.410","6","#","0","1.441","9.344","tS""Ar","1","755.000","0.167","0.963"
"chard","5","0.100","6","#","0","#","14.000","tS""Ard","1","764.400","0.041","0.862"
"charge","6","89.390","1","2.960","8,110","1.984","7.500","tS""ArdZ","1","610.741","-0.533","0.964"
"charged","7","14.450","6","#","6,635","1.840","7.500","tS""ArdZd","1","653.074","-0.366","1.000"
"Charles","7","51.100","2","#","7,685","#","#","tS""Arlz","1","636.630","-0.265","1.000"
"charm","5","15.570","5","2.760","615","1.714","8.090","tS""Arm","1","618.038","-0.536","1.000"
"charmed","7","6.100","4","#","0","1.718","#","tS""Armd","1","618.423","-0.409","1.000"
"charms","6","3.390","3","#","0","1.669","8.090","tS""Armz","1","616.042","-0.461","1.000"
"charred","7","0.750","4","3.630","0","1.411","10.200","tS""Ard","1","733.893","-0.148","1.000"
"chart","5","9.470","5","4.480","3,310","1.686","7.590","tS""Art","1","618.593","-0.502","1.000"
"charts","6","6.530","4","#","2,755","1.506","7.590","tS""Arts","1","633.296","-0.406","1.000"
"chase","5","32.800","5","3.480","6,256","1.686","5.530","tS""es","1","623.107","-0.479","1.000"
"chased","6","8.450","6","#","86","1.799","5.530","tS""est","1","653.038","-0.230","1.000"
"chaste","6","0.590","1","2.140","0","1.520","13.110","tS""est","1","775.810","0.066","0.750"
"chat","4","16.270","10","3.660","459","1.716","7.330","tS""at","1","628.519","-0.488","1.000"
"cheap","5","36.240","2","2.110","3,556","1.951","7.110","tS""ip","1","618.480","-0.532","1.000"
"cheat","5","17.670","4","2.230","0","1.852","5.110","tS""it","1","618.880","-0.395","1.000"
"check","5","278.980","4","4.110","5,893","1.915","5.530","tS""Ek","1","603.815","-0.521","0.964"
"checked","7","46.710","4","2.820","726","1.783","5.530","tS""Ekt","1","648.038","-0.374","1.000"
"checks","6","14.880","4","#","1,712","1.876","5.530","tS""Eks","1","653.107","-0.411","1.000"
"cheek","5","7.160","4","4.830","0","1.426","5.060","tS""ik","1","652.957","-0.324","0.920"
"cheeks","6","4.410","5","#","0","1.331","5.060","tS""iks","1","666.667","-0.363","0.955"
"cheep","5","0.120","5","#","0","#","6.640","tS""ip","1","635.773","-0.366","0.957"
"cheer","5","18.690","3","2.770","0","1.794","5.000","tS""Ir","1","627.818","-0.321","0.957"
"cheered","7","1.220","3","2.820","0","1.714","5.000","tS""Ird","1","660.577","-0.210","1.000"
"cheers","6","22.710","5","3.480","0","1.602","8.588","tS""Irz","1","704.880","-0.243","1.000"
"cheese","6","39.040","1","4.700","1,732","1.385","4.330","tS""iz","1","687.826","-0.216","1.000"
"chef","4","11.880","5","4.300","1,544","1.286","8.300","S""Ef","1","735.542","0.129","0.857"
"chess","5","7.450","4","4.700","4,035","1.663","5.370","tS""Es","1","630.038","-0.324","1.000"
"chest","5","40.980","4","4.930","3,055","1.536","5.050","tS""Est","1","604.286","-0.414","1.000"
"chests","6","1.020","3","#","0","1.562","5.050","tS""Ests","1","643.500","-0.448","0.966"
"chew","4","9.060","11","3.930","0","1.648","4.050","tS""u","1","663.692","-0.430","1.000"
"chewed","6","2.470","4","#","0","1.522","4.050","tS""ud","1","715.167","-0.066","0.960"
"chi","3","7.100","2","#","1,820","1.103","#","k""aI","1","842.421","0.444","0.826"
"chic","4","2.330","6","2.260","0","1.312","9.530","S""ik","1","658.647","-0.251","0.773"
"chick","5","26.160","8","4.930","2","1.250","5.530","tS""Ik","1","601.778","-0.413","1.000"
"chicks","6","14.550","6","#","0","1.032","5.530","tS""Iks","1","658.679","-0.269","1.000"
"chide","5","0.100","4","#","0","#","12.330","tS""aId","1","752.500","0.039","0.923"
"chief","5","77.900","2","4.260","7,637","1.909","7.530","tS""if","1","731.000","-0.168","1.000"
"chiefs","6","4.750","0","#","3,112","1.573","7.530","tS""ifs","1","751.810","0.092","0.913"
"chief's","7","#","0","#","#","#","#","tS""ifs","1","704.450","-0.065","0.870"
"child","5","157.650","3","4.780","8,459","1.620","5.145","tS""aIld","1","588.852","-0.561","1.000"
"child's","7","#","0","#","#","#","#","tS""aIldz","1","582.346","-0.541","0.963"
"chill","5","16.240","4","2.890","0","1.502","6.400","tS""Il","1","647.704","-0.289","1.000"
"chilled","7","1.390","1","3.220","0","1.503","#","tS""Ild","1","640.654","-0.281","0.963"
"chills","6","1.920","4","#","0","#","6.400","tS""Ilz","1","645.893","-0.230","1.000"
"chime","5","0.920","7","4.400","0","1.471","7.830","tS""aIm","1","721.808","0.066","1.000"
"chimes","6","1.710","7","#","0","1.756","7.830","tS""aImz","1","766.038","-0.024","1.000"
"chimp","5","3.000","6","4.960","0","1.242","7.170","tS""Imp","1","641.481","-0.457","0.964"
"chin","4","12.690","11","4.890","497","1.441","4.220","tS""In","1","636.759","-0.278","1.000"
"chines","6","#","7","#","0","#","#","tS""aInz","1","725.000","0.107","0.815"
"chinked","7","0.020","1","#","0","#","10.470","tS""INkt","1","816.350","0.427","0.833"
"chins","5","0.690","9","#","0","1.628","4.220","tS""Inz","1","646.280","-0.322","1.000"
"chip","4","20.610","11","4.710","3,814","1.234","5.890","tS""Ip","1","692.846","-0.327","0.963"
"chipped","7","2.430","7","3.890","0","1.614","#","tS""Ipt","1","645.074","-0.394","1.000"
"chips","5","16.240","7","4.900","1,885","1.427","5.890","tS""Ips","1","635.208","-0.395","1.000"
"chirp","5","0.590","1","4.000","0","#","4.630","tS""3`p","1","678.115","-0.311","0.963"
"chirped","7","#","1","#","0","#","#","tS""3`pt","1","750.192","-0.074","1.000"
"chit","4","0.270","8","#","0","1.599","11.450","tS""It","1","706.818","-0.099","0.880"
"chive","5","#","6","4.810","0","#","11.071","tS""aIv","1","708.560","-0.104","0.962"
"chives","6","0.290","4","#","0","0.455","11.071","tS""aIvz","1","702.077","-0.215","1.000"
"chock","5","0.180","7","#","0","#","10.690","tS""Ak","1","816.619","0.498","0.778"
"chocks","6","0.200","6","#","0","#","10.690","tS""Aks","1","747.429","0.161","0.840"
"choice","6","97.550","0","1.900","8,368","2.112","5.170","tS""OIs","1","586.333","-0.603","1.000"
"choir","5","5.310","1","4.340","3,523","1.169","6.530","kw""aIr","1","654.154","-0.352","1.000"
"choir's","7","#","0","#","#","#","#","kw""aIrz","1","717.192","-0.030","1.000"
"choke","5","6.470","5","3.970","0","1.741","6.110","tS""ok","1","608.778","-0.572","1.000"
"choked","6","3.430","3","#","0","1.492","6.110","tS""okt","1","646.923","-0.391","1.000"
"chomp","5","0.250","3","3.750","0","#","6.110","tS""Amp","1","633.346","-0.167","1.000"
"choose","6","48.060","1","2.620","6,416","2.002","4.740","tS""uz","1","664.600","-0.253","0.926"
"chop","4","13.610","10","4.480","0","1.484","6.740","tS""Ap","1","651.333","-0.420","1.000"
"chopped","7","4.550","8","3.590","0","0.993","6.740","tS""Apt","1","627.731","-0.355","1.000"
"chops","5","5.430","9","#","0","1.459","6.740","tS""Aps","1","604.464","-0.460","1.000"
"chord","5","1.820","2","4.290","61","1.107","9.710","k""Ord","1","711.080","-0.168","1.000"
"chords","6","1.510","3","#","14","0.844","9.710","k""Ordz","1","643.000","-0.414","0.962"
"chore","5","1.000","7","3.780","0","1.786","5.790","tS""Or","1","686.720","-0.080","0.893"
"chores","6","4.200","6","#","0","1.586","5.790","tS""Orz","1","793.182","0.041","0.880"
"chose","5","18.670","7","2.480","7,409","2.108","4.740","tS""oz","1","670.455","-0.232","0.880"
"chow","4","6.860","8","4.470","0","#","7.890","tS""aU","1","725.920","-0.157","0.962"
"Christ","6","90.140","0","#","4,991","1.220","#","kr""aIst","1","642.963","-0.458","1.000"
"Christ's","8","#","0","#","#","#","#","kr""aIsts","1","685.107","-0.031","1.000"
"chrome","6","1.270","0","4.500","0","1.330","8.320","kr""om","1","691.286","-0.241","1.000"
"chromed","7","0.020","0","#","0","#","8.320","kr""omd","1","760.160","0.002","1.000"
"chuck","5","21.490","6","3.820","4,672","1.523","6.720","tS""Vk","1","660.739","-0.206","0.958"
"chug","4","2.330","3","3.680","0","#","9.370","tS""Vg","1","696.385","-0.258","1.000"
"chum","4","3.060","4","3.810","0","1.609","9.240","tS""Vm","1","653.963","-0.250","0.964"
"chump","5","4.100","7","3.190","0","#","10.950","tS""Vmp","1","638.077","-0.352","1.000"
"chunk","5","4.140","5","3.860","0","1.905","8.530","tS""VNk","1","657.692","-0.334","0.963"
"chunks","6","1.860","4","#","0","1.725","8.530","tS""VNks","1","648.731","-0.316","1.000"
"church","6","69.670","0","4.900","7,410","1.557","5.150","tS""3`tS","1","602.154","-0.483","1.000"
"churn","5","0.610","1","4.000","0","1.856","9.000","tS""3`n","1","637.125","-0.235","0.960"
"churned","7","0.350","0","#","0","1.694","9.000","tS""3`nd","1","706.042","-0.082","1.000"
"churns","6","0.180","1","#","0","#","9.000","tS""3`nz","1","741.250","0.110","1.000"
"chute","5","3.610","1","4.610","0","1.530","7.680","S""ut","1","907.700","0.730","0.909"
"ciao","4","4.880","2","#","0","#","#","tS""aU","1","968.429","1.035","0.875"
"cinch","5","3.570","4","3.070","0","#","10.720","s""IntS","1","768.280","0.193","0.962"
"cite","4","0.940","10","3.070","95","1.783","13.290","s""aIt","1","641.857","-0.356","1.000"
"cites","5","0.100","8","#","1,856","1.594","13.290","s""aIts","1","764.952","0.164","0.750"
"clack","5","0.430","9","#","0","#","9.380","kl""ak","1","681.560","-0.179","0.926"
"clad","4","0.200","8","2.960","0","1.673","10.170","kl""ad","1","607.148","-0.472","0.964"
"claim","5","25.390","1","2.960","8,303","1.970","9.050","kl""em","1","671.464","-0.217","1.000"
"claimed","7","7.290","1","#","8,508","2.043","9.050","kl""emd","1","613.963","-0.447","1.000"
"claims","6","13.920","0","#","8,623","1.920","9.050","kl""emz","1","586.407","-0.580","1.000"
"Clair","5","0.920","4","#","6","#","#","kl""Er","1","650.692","-0.367","1.000"
"Claire","6","30.430","0","#","3,386","#","#","kl""Er","1","643.815","-0.271","0.964"
"clam","4","3.920","7","4.890","0","1.641","7.370","kl""am","1","657.955","-0.318","0.880"
"clamp","5","6.860","5","4.530","0","1.684","10.890","kl""amp","1","607.259","-0.402","1.000"
"clamped","7","0.610","7","#","0","1.496","10.890","kl""ampt","1","686.821","-0.263","1.000"
"clamps","6","1.080","4","#","0","1.493","10.890","kl""amps","1","633.815","-0.443","1.000"
"clams","5","2.710","9","#","0","1.011","7.370","kl""amz","1","694.708","-0.258","0.889"
